"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"augustus_masked-NW_019167827.1-processed-gene-27.2-mRNA-1:4",6.65871810906754,-4.16110609646242,1.9540328245568,-2.12949651826151,0.0332132026414571,NA
"augustus_masked-NW_019167827.1-processed-gene-4.1-mRNA-1:2",9.10877586712032,-4.37370525705417,2.05395552693442,-2.12940601668334,0.0332206831036994,0.119489182360665
"augustus_masked-NW_019167827.1-processed-gene-222.3-mRNA-1:10",14.3248957872112,-4.66995363833512,2.19356248392724,-2.12893577117269,0.0332595747412123,0.119523854347048
"augustus_masked-NW_019167827.1-processed-gene-62.0-mRNA-1:3",460.656739919083,-2.34705594806185,1.10285785845026,-2.12815815753441,0.0333239727323113,0.119551662922185
"augustus_masked-NW_019167827.1-processed-gene-45.4-mRNA-1:5",15.6912069730283,-4.71939499616581,2.21761934783976,-2.12813574194466,0.0333258306579464,0.119551662922185
"augustus_masked-NW_019167827.1-processed-gene-230.8-mRNA-1:9",113.025488373656,-2.41437835861815,1.13499083001512,-2.12722278873917,0.033401576523858,0.119718282172354
"augustus_masked-NW_019167827.1-processed-gene-21.1-mRNA-1:6",7.04864764166631,-4.20160726018025,1.97587470468442,-2.12645429906008,0.0334654506757674,NA
"augustus_masked-NW_019167827.1-processed-gene-233.6-mRNA-1:1",53.6302983496682,-2.13616605059682,1.00527770341778,-2.12495118844694,0.033590686040306,0.120290572445829
"augustus_masked-NW_019167827.1-processed-gene-4.5-mRNA-1:7",9.60111064722374,-4.42431107483787,2.08278673342483,-2.12422664492526,0.0336511962147217,0.120322972780889
"augustus_masked-NW_019167827.1-processed-gene-29.7-mRNA-1:1",26.7283828456917,-2.42570766339152,1.14197287552326,-2.12413772286845,0.03365862894972,0.120322972780889
"augustus_masked-NW_019167827.1-processed-gene-218.3-mRNA-1:2",7.49500618767605,-4.24628209345775,2.00008177949144,-2.12305423558103,0.0337493073301827,0.120498257351161
"augustus_masked-NW_019167827.1-processed-gene-217.3-mRNA-1:13",15.7425387540416,-4.71536946721794,2.22124751832466,-2.12284737667346,0.0337666433350659,0.120498257351161
"augustus_masked-NW_019167827.1-processed-gene-22.15-mRNA-1:8",7.50184582959641,-4.2494014009306,2.0030295247441,-2.12148715155534,0.0338808280521155,0.120800229861208
"augustus_masked-NW_019167827.1-processed-gene-186.2-mRNA-1:8",25.4490518989351,-2.35452207616616,1.11071679438869,-2.11982216174378,0.0340210456165646,0.121194413591354
"augustus_masked-NW_019167827.1-processed-gene-75.2-mRNA-1:2",7.47036412915229,-4.22872936493037,1.99521251394944,-2.11943807256891,0.0340534621149919,0.121204221430189
"augustus_masked-NW_019167827.1-processed-gene-35.2-mRNA-1:2",13.8439525408474,-3.22934827283884,1.52418938942761,-2.1187316321967,0.0341131534706669,0.121311005292554
"augustus_masked-NW_019167827.1-processed-gene-50.11-mRNA-1:5",6.60747020293457,-4.14051831728607,1.95498746957311,-2.11792575744243,0.0341813558090075,NA
"augustus_masked-NW_019167827.1-processed-gene-18.6-mRNA-1:6",7.82461495862546,-4.27519603789583,2.01879844470446,-2.11769334829346,0.0342010465671454,0.121517805455092
"augustus_masked-NW_019167827.1-processed-gene-55.11-mRNA-1:1",7.40807847339058,-4.22395769795884,1.99578095015233,-2.11644353937562,0.0343071023733204,0.121684500496621
"augustus_masked-NW_019167827.1-processed-gene-48.0-mRNA-1:4",34.0382959563362,-3.44351772878834,1.62703409999127,-2.116438572988,0.0343075243690914,0.121684500496621
"augustus_masked-NW_019167827.1-processed-gene-38.7-mRNA-1:5",6.55022704474165,-4.13582669904731,1.95464181382308,-2.11590004357784,0.0343533097354757,NA
"augustus_masked-NW_019167827.1-processed-gene-32.4-mRNA-1:11",7.07550621894358,-4.19965182091845,1.98502970720165,-2.11566194988528,0.0343735689211635,NA
"augustus_masked-NW_019167827.1-processed-gene-15.6-mRNA-1:5",13.6501158464575,-4.61953063819394,2.18377495650286,-2.11538767968644,0.034396918986562,0.121837979833033
"augustus_masked-NW_019167827.1-processed-gene-233.7-mRNA-1:2",9.41746099316956,-4.40394131501565,2.08201631004305,-2.11522901803041,0.0344104328750171,0.121837979833033
"augustus_masked-NW_019167827.1-processed-gene-52.2-mRNA-1:4",10.7208401282038,-4.48602117330686,2.12126120511282,-2.11478961784353,0.0344478821388733,0.121864975254923
"augustus_masked-NW_019167827.1-processed-gene-27.14-mRNA-1:15",7.0725505303538,-4.20023639129785,1.98651969852887,-2.11436936387208,0.0344837321789083,NA
"augustus_masked-NW_019167827.1-processed-gene-218.3-mRNA-1:5",12.0918280669896,-4.55767606342245,2.15567842130548,-2.11426529039629,0.0344926151574015,0.121917669146317
"augustus_masked-NW_019167827.1-processed-gene-7.13-mRNA-1:1",53.7920611146496,-2.27737006656138,1.07770221976987,-2.11317191779347,0.0345860559480604,0.122142285742243
"augustus_masked-NW_019167827.1-processed-gene-28.1-mRNA-1:2",3888.71042532407,2.456737109664,1.16324328037935,2.11197189023333,0.0346888603973,0.122399554044359
"augustus_masked-NW_019167827.1-processed-gene-96.2-mRNA-1:2",23.9970855487581,-2.28132504865311,1.08060162813032,-2.11116195762198,0.0347583934593994,0.122539081686891
"augustus_masked-NW_019167827.1-processed-gene-57.10-mRNA-1:7",7.38643124846978,-4.2273280875577,2.00270494873807,-2.11080922839951,0.0347887126015068,0.122540241111859
"augustus_masked-NW_019167827.1-processed-gene-70.0-mRNA-1:4",7.48721379126455,-4.23622966473493,2.00783250849216,-2.10985211506325,0.0348710959075875,0.122724632108874
"augustus_masked-NW_019167827.1-processed-gene-218.3-mRNA-1:4",11.9378327239495,-4.54397961600771,2.15483078025966,-2.10874081511874,0.034966959739432,0.12285518409887
"augustus_masked-NW_019167827.1-processed-gene-220.3-mRNA-1:1",7.43370242645707,-4.22285993578151,2.00272845352284,-2.10855342288338,0.0349831468657019,0.12285518409887
"augustus_masked-NW_019167827.1-processed-gene-189.8-mRNA-1:1",7.17829949074479,-4.19642716634445,1.99035902277413,-2.10837699044645,0.0349983931206765,0.12285518409887
"augustus_masked-NW_019167827.1-processed-gene-25.20-mRNA-1:3",6.57093041510602,-4.13962367955928,1.96344195451694,-2.10835042514804,0.0350006892290497,NA
"augustus_masked-NW_019167827.1-processed-gene-21.11-mRNA-1:1",6.67663354060291,-4.14759295032282,1.9680271437466,-2.10748767541229,0.0350753288925755,NA
"augustus_masked-NW_019167827.1-processed-gene-204.12-mRNA-1:3",7.01506354242755,-4.18947898976182,1.98828904385693,-2.10707744062955,0.0351108674566369,NA
"augustus_masked-NW_019167827.1-processed-gene-10.15-mRNA-1:4",11.6188824167774,2.26363911633988,1.07446032020929,2.10676846204889,0.0351376545037991,0.123044049231291
"augustus_masked-NW_019167827.1-processed-gene-198.4-mRNA-1:3",11.6950969324568,-4.53042564237548,2.150419512934,-2.10676364082757,0.0351380726200935,0.123044049231291
"augustus_masked-NW_019167827.1-processed-gene-191.2-mRNA-1:6",8.26407133297821,-4.30808483142304,2.04493280897914,-2.10671216800209,0.0351425368215653,0.123044049231291
"augustus_masked-NW_019167827.1-processed-gene-89.5-mRNA-1:5",9.38052521566254,-4.38929767692116,2.08416566470094,-2.10602148920392,0.03520248574879,0.123148421891743
"augustus_masked-NW_019167827.1-processed-gene-31.1-mRNA-1:2",10.2738735201701,2.96483955101942,1.40844370648327,2.10504653993044,0.035287257086124,0.123287584402962
"augustus_masked-NW_019167827.1-processed-gene-18.15-mRNA-1:3",6.95101878230056,-4.18358461915,1.98744670105178,-2.1050046861312,0.0352909001491085,NA
"augustus_masked-NW_019167827.1-processed-gene-71.5-mRNA-1:6",6.52935592461651,-4.12835422173163,1.96122948044279,-2.10498274827052,0.0352928098054786,NA
"augustus_masked-NW_019167827.1-processed-gene-55.2-mRNA-1:6",9.17456524682385,-4.37755404528194,2.07972640744315,-2.10487015485069,0.035302612273976,0.123287584402962
"augustus_masked-NW_019167827.1-processed-gene-56.9-mRNA-1:7",100.098810030578,1.70992169190046,0.813290760544592,2.10247278692244,0.0355118810335647,0.123912507176042
"augustus_masked-NW_019167827.1-processed-gene-10.11-mRNA-1:1",8.34505742500566,-4.30881519921392,2.05045203292762,-2.10139770646662,0.0356060691199132,0.124135152238878
"augustus_masked-NW_019167827.1-processed-gene-204.8-mRNA-1:3",7.91586159045908,-4.25138802585941,2.02543653332704,-2.09899839165829,0.0358170425120462,0.124660510477124
"augustus_masked-NW_019167827.1-processed-gene-225.9-mRNA-1:2",8.1000581748384,-4.28679348517693,2.04231243469189,-2.09899005282394,0.0358177776064962,0.124660510477124
"augustus_masked-NW_019167827.1-processed-gene-217.2-mRNA-1:9",6.43361587939053,-4.10995911638056,1.95894842022415,-2.09804355946762,0.0359012976239394,NA
"augustus_masked-NW_019167827.1-processed-gene-223.6-mRNA-1:44",91.5375987201112,-1.85017858928095,0.882732813642256,-2.09596670780471,0.0360851443491151,0.125386558089839
"augustus_masked-NW_019167827.1-processed-gene-25.5-mRNA-1:8",94.2418263741088,2.23762914752101,1.06760313980754,2.09593721120414,0.0360877612123471,0.125386558089839
"augustus_masked-NW_019167827.1-processed-gene-17.0-mRNA-1:8",8.47185305019038,-4.29642822774607,2.05190861071099,-2.09386919345173,0.0362716342225805,0.125816277196648
"augustus_masked-NW_019167827.1-processed-gene-18.6-mRNA-1:4",9.14163533751407,-4.36391543397824,2.08415499160053,-2.09385360089125,0.0362730236264441,0.125816277196648
"augustus_masked-NW_019167827.1-processed-gene-224.2-mRNA-1:7",7.42701494448185,-4.22031838787071,2.01681799845705,-2.09256283467295,0.0363881971451283,0.126108713770139
"augustus_masked-NW_019167827.1-processed-gene-4.11-mRNA-1:9",7.27007170775981,-4.19210093042589,2.00465276828072,-2.09118556428165,0.0365114328625246,0.126428571759555
"augustus_masked-NW_019167827.1-processed-gene-28.3-mRNA-1:2",6.61443175972159,-4.12962500498006,1.97479718431701,-2.09116411435856,0.0365133549726433,NA
"augustus_masked-NW_019167827.1-processed-gene-58.2-mRNA-1:3",6.47211276642359,-4.11490478320664,1.9680281770235,-2.09087696570998,0.0365390944328382,NA
"augustus_masked-NW_019167827.1-processed-gene-57.9-mRNA-1:1",26.5722651779859,-2.115784074698,1.01203531171689,-2.09062277788375,0.0365618922458388,0.126478706470832
"augustus_masked-NW_019167827.1-processed-gene-9.14-mRNA-1:4",198.600870881627,-2.53451482216413,1.21249283199127,-2.09033386036741,0.0365878196398736,0.126478706470832
"augustus_masked-NW_019167827.1-processed-gene-18.6-mRNA-1:3",8.45452258896645,-4.3089852347291,2.06202970712785,-2.08968145310137,0.0366464241531844,0.126574208867212
"augustus_masked-NW_019167827.1-processed-gene-185.3-mRNA-1:5",8.14934898176685,-4.27882452880512,2.04849886687393,-2.08876099371963,0.0367292432754001,0.126753114884531
"augustus_masked-NW_019167827.1-processed-gene-172.2-mRNA-1:1",10.8663137394836,-4.4559663316261,2.13430310079168,-2.08778515571347,0.0368172191969914,0.126949500117221
"augustus_masked-NW_019167827.1-processed-gene-65.2-mRNA-1:4",18.6937624959667,1.99150348297984,0.954092252170586,2.0873280109435,0.0368584944267498,0.126984661237521
"augustus_masked-NW_019167827.1-processed-gene-199.6-mRNA-1:1",6.48007291259587,-4.10233888113444,1.96580692443974,-2.08684730434735,0.0369019395380038,NA
"augustus_masked-NW_019167827.1-processed-gene-46.9-mRNA-1:1",6.79095210722797,-4.14713744530648,1.9876768569682,-2.08642437565637,0.0369401988772425,NA
"augustus_masked-NW_019167827.1-processed-gene-220.5-mRNA-1:2",10.7297216787618,-4.44760361351863,2.13208519794483,-2.08603465649768,0.0369754838878645,0.127201565153779
"augustus_masked-NW_019167827.1-processed-gene-165.2-mRNA-1:1",389.849276025663,-3.3508497459452,1.60673375614215,-2.08550404392496,0.0370235714678895,0.127201565153779
"augustus_masked-NW_019167827.1-processed-gene-15.8-mRNA-1:4",14.1747959360076,-3.24418122299251,1.55559911323984,-2.08548667544292,0.037025146412945,0.127201565153779
"augustus_masked-NW_019167827.1-processed-gene-231.12-mRNA-1:4",7.55060325643564,-4.2116383420009,2.01972146089479,-2.08525701367506,0.0370459771250606,0.127201565153779
"augustus_masked-NW_019167827.1-processed-gene-213.10-mRNA-1:1",7.35169639990062,-4.20454984425433,2.01729802988716,-2.08424822805657,0.0371375939169667,0.127392122425006
"augustus_masked-NW_019167827.1-processed-gene-191.0-mRNA-1:2",47.1993219927596,-1.82652525734123,0.876468593966142,-2.08395973331566,0.0371638301347546,0.127392122425006
"augustus_masked-NW_019167827.1-processed-gene-34.8-mRNA-1:11",6.63596596971045,-4.12437133544844,1.97998282505369,-2.08303389466855,0.0372481341295727,NA
"augustus_masked-NW_019167827.1-processed-gene-33.2-mRNA-1:2",60.6688154975834,-2.73067903069823,1.31169735136108,-2.08179045864867,0.0373616136558951,0.127962743837374
"augustus_masked-NW_019167827.1-processed-gene-40.6-mRNA-1:4",59.1692648123307,-2.26205142751501,1.0869910335484,-2.08102123909037,0.0374319620542048,0.128096312356349
"augustus_masked-NW_019167827.1-processed-gene-21.10-mRNA-1:6",6.25791857660082,-4.08306676461584,1.9621881160153,-2.0808742705605,0.0374454157702334,NA
"augustus_masked-NW_019167827.1-processed-gene-35.1-mRNA-1:5",20.7318718930526,-2.93496724517961,1.41063131264078,-2.08060548413972,0.0374700315213726,0.128119287695672
"augustus_masked-NW_019167827.1-processed-gene-44.15-mRNA-1:2",7.915556336016,-4.25550536653501,2.04628314873739,-2.07962684399799,0.0375597728270197,0.128245768190328
"augustus_masked-NW_019167827.1-processed-gene-61.1-mRNA-1:10",7.26916478816276,-4.18119962388413,2.01065837847607,-2.0795176687614,0.0375697955271224,0.128245768190328
"augustus_masked-NW_019167827.1-processed-gene-231.3-mRNA-1:1",12.0669499736403,-4.51683502993388,2.17257392354362,-2.07902478299409,0.0376150726415026,0.128293144251402
"augustus_masked-NW_019167827.1-processed-gene-168.1-mRNA-1:1",85.518830725244,-3.2615881396924,1.56939948286701,-2.07823959119323,0.037687297253073,0.128432274041749
"augustus_masked-NW_019167827.1-processed-gene-96.0-mRNA-1:2",154.677573621064,-2.5346455298809,1.2201265784656,-2.07736277089252,0.0377680895760828,0.128507850178964
"augustus_masked-NW_019167827.1-processed-gene-12.22-mRNA-1:5",16.1951087753373,-3.3620214885989,1.61868444357683,-2.07700858678162,0.0378007667032356,0.128507850178964
"augustus_masked-NW_019167827.1-processed-gene-214.5-mRNA-1:1",100.079041706138,-1.96856031727741,0.947843248395648,-2.07688383138189,0.0378122823982637,0.128507850178964
"augustus_masked-NW_019167827.1-processed-gene-15.11-mRNA-1:2",35.5630404816119,2.44733464499492,1.1785098816806,2.07663481065167,0.0378352774755981,0.128507850178964
"augustus_masked-NW_019167827.1-processed-gene-11.0-mRNA-1:20",29.7071795238495,1.867990947558,0.900023492501579,2.07549132119429,0.0379410223866851,0.128759981289033
"augustus_masked-NW_019167827.1-processed-gene-18.16-mRNA-1:2",7.11080358765353,-4.17581113704497,2.01253737846003,-2.07489867355421,0.0379959266818015,0.128839299935138
"augustus_masked-NW_019167827.1-processed-gene-27.0-mRNA-1:1",14.556761578836,-4.61881375049384,2.22675368741384,-2.0742364890201,0.038057352955411,0.128940583893706
"augustus_masked-NW_019167827.1-processed-gene-223.4-mRNA-1:3",7.20688692730887,-4.16260308844046,2.0078460786896,-2.07316842292869,0.0381566080021684,0.129169759980829
"augustus_masked-NW_019167827.1-processed-gene-35.15-mRNA-1:10",13.1922054460745,-3.17835369008404,1.53361103446043,-2.07246402031939,0.0382221882960114,0.129284653458197
"augustus_masked-NW_019167827.1-processed-gene-31.6-mRNA-1:1",7.83457024398855,-4.24297266955795,2.0487435593461,-2.07101208455401,0.0383576667495584,0.129635588369475
"augustus_masked-NW_019167827.1-processed-gene-56.9-mRNA-1:3",20.9992620744559,2.09979280419369,1.01463721263893,2.06950107687499,0.0384990903788832,0.130006019246377
"augustus_masked-NW_019167827.1-processed-gene-81.2-mRNA-1:1",41.1057622682735,-2.92054940603381,1.41171388697345,-2.06879696586051,0.0385651432773924,0.130121532148163
"augustus_masked-NW_019167827.1-processed-gene-30.11-mRNA-1:18",10.9623412954857,-4.45338125531473,2.15346582269203,-2.06800647049397,0.0386394146582598,0.130264561298391
"augustus_masked-NW_019167827.1-processed-gene-70.0-mRNA-1:11",6.65292864675466,-4.12040255616518,1.9934716863297,-2.06694812091939,0.0387390426916414,NA
"augustus_masked-NW_019167827.1-processed-gene-45.5-mRNA-1:1",11.0383687648248,-4.45420617534075,2.15646037574077,-2.06551728260283,0.0388740820020373,0.130885685263743
"augustus_masked-NW_019167827.1-processed-gene-14.16-mRNA-1:5",7.92531362653984,-4.24346244048934,2.05457435672364,-2.06537301831034,0.0388877195081215,0.130885685263743
"augustus_masked-NW_019167827.1-processed-gene-234.8-mRNA-1:11",6.3842031575954,-4.08795386744746,1.97976192687289,-2.06487144335811,0.0389351657262564,NA
"augustus_masked-NW_019167827.1-processed-gene-38.11-mRNA-1:8",12.2649901606184,-4.51463405882344,2.18753172554263,-2.06380278105615,0.0390364192903577,0.131278032280166
"augustus_masked-NW_019167827.1-processed-gene-227.9-mRNA-1:5",7.49503532772762,-4.19476006077057,2.03340723576736,-2.06292177335917,0.0391200610716731,0.131451126265507
"augustus_masked-NW_019167827.1-processed-gene-188.2-mRNA-1:1",8.05407414583691,-4.23288675023197,2.05318887470939,-2.06161586124467,0.0392443227380595,0.131760314468127
"augustus_masked-NW_019167827.1-processed-gene-12.22-mRNA-1:2",9.37421796307607,-4.3359063679414,2.1061137115488,-2.05872377363369,0.0395207074604306,0.132579319116026
"augustus_masked-NW_019167827.1-processed-gene-81.3-mRNA-1:25",6.55202418909322,-4.10089417076128,1.99374330414237,-2.05688172707134,0.0396976040849377,NA
"augustus_masked-NW_019167827.1-processed-gene-49.3-mRNA-1:1",60.7121632442955,1.86899736653894,0.908738884779216,2.05669350992174,0.0397157168573155,0.133124215815415
"augustus_masked-NW_019167827.1-processed-gene-49.0-mRNA-1:18",653.610624908184,2.20788302766275,1.07388310323153,2.05598078693927,0.0397843681733829,0.133135035454459
"augustus_masked-NW_019167827.1-processed-gene-22.20-mRNA-1:1",8.62087418072643,-4.28897713264833,2.08618682797731,-2.05589311327728,0.0397928200779785,0.133135035454459
"augustus_masked-NW_019167827.1-processed-gene-218.1-mRNA-1:10",12.0677271834629,-4.4946853245213,2.18650794962048,-2.0556455444406,0.0398166944017008,0.133135035454459
"augustus_masked-NW_019167827.1-processed-gene-200.7-mRNA-1:1",97.9175238084707,-1.7540853083695,0.853657257511509,-2.05478872572679,0.0398994156391555,0.133302544809149
"augustus_masked-NW_019167827.1-processed-gene-31.6-mRNA-1:18",6.53038475908023,-4.09569039069775,1.99330805353804,-2.05472023424982,0.0399060344119562,NA
"augustus_masked-NW_019167827.1-processed-gene-46.11-mRNA-1:2",6.15217741111765,-4.04881747971597,1.97079780781635,-2.05440530918901,0.0399364796403093,NA
"augustus_masked-NW_019167827.1-processed-gene-10.12-mRNA-1:6",139.354921059848,-3.13554133520553,1.52662305271722,-2.0539067123509,0.0399847215458035,0.133478408689668
"augustus_masked-NW_019167827.1-processed-gene-231.6-mRNA-1:3",99.1176163748321,-3.38958406280985,1.65083473663973,-2.0532546278432,0.0400478888031301,0.133580141754767
"augustus_masked-NW_019167827.1-processed-gene-44.9-mRNA-1:6",8.92696139740399,-4.29998775358634,2.09474719402473,-2.05274782840242,0.0400970407769765,0.133634998870086
"augustus_masked-NW_019167827.1-processed-gene-4.11-mRNA-1:1",6.72194872441258,-4.11442236087266,2.00483878367858,-2.0522459932281,0.0401457617027137,NA
"augustus_masked-NW_019167827.1-processed-gene-225.8-mRNA-1:21",7.34374404863615,-4.17499786602425,2.03460911344753,-2.05199015301271,0.0401706193999888,0.133771109102163
"augustus_masked-NW_019167827.1-processed-gene-173.0-mRNA-1:1",8.58028268980654,-4.28487488001439,2.089164581219,-2.05099919773397,0.0402670248738696,0.133982950842533
"augustus_masked-NW_019167827.1-processed-gene-42.0-mRNA-1:4",7.27067226788688,-4.16860745795361,2.03311728261235,-2.05035267448879,0.0403300278495752,0.134013870703886
"augustus_masked-NW_019167827.1-processed-gene-63.3-mRNA-1:5",60.3953045545441,-2.28435153498783,1.11419238211312,-2.05023079645855,0.0403419140885414,0.134013870703886
"augustus_masked-NW_019167827.1-processed-gene-204.12-mRNA-1:7",6.49778255438418,-4.08082260045128,1.99142993636275,-2.04919215380718,0.0404433290087449,NA
"augustus_masked-NW_019167827.1-processed-gene-60.3-mRNA-1:4",16.4709359064681,-2.66765080490601,1.30208720463936,-2.04874972690087,0.0404865939650258,0.13432420118607
"augustus_masked-NW_019167827.1-processed-gene-192.9-mRNA-1:14",10.4943813594493,-4.40847606879768,2.15194399310779,-2.04860167500505,0.0405010807296226,0.13432420118607
"augustus_masked-NW_019167827.1-processed-gene-13.9-mRNA-1:12",12.2992534242564,-3.10281980391435,1.51567375872702,-2.04715545548558,0.0406428234830965,0.134642506823013
"augustus_masked-NW_019167827.1-processed-gene-35.13-mRNA-1:2",6.64579934020686,-4.10588057802013,2.00576180779085,-2.04704295498694,0.0406538671675835,NA
"augustus_masked-NW_019167827.1-processed-gene-232.6-mRNA-1:2",7.48053299917025,-4.16985377788633,2.03720239333463,-2.04685297422061,0.0406725225275869,0.134642506823013
"augustus_masked-NW_019167827.1-processed-gene-234.10-mRNA-1:3",7.3529310241114,-4.17491900472761,2.03991431351629,-2.04661488821613,0.0406959118762655,0.134642506823013
"augustus_masked-NW_019167827.1-processed-gene-81.3-mRNA-1:12",6.37539862156271,-4.06857828558716,1.98820903608761,-2.04635338223455,0.0407216151188858,NA
"augustus_masked-NW_019167827.1-processed-gene-39.4-mRNA-1:1",75.1693694530536,-2.03541847601352,0.995565844602788,-2.04448403593598,0.0409057529094202,0.135227270540365
"augustus_masked-NW_019167827.1-processed-gene-35.13-mRNA-1:11",50.9703980887189,-1.93156960241999,0.94512606018031,-2.0437163716039,0.0409815749083488,0.135368403456357
"augustus_masked-NW_019167827.1-processed-gene-71.8-mRNA-1:1",7.22755225768696,-4.14308689171912,2.02784404661882,-2.04309936882336,0.0410426023951599,0.135410723775842
"augustus_masked-NW_019167827.1-processed-gene-4.0-mRNA-1:5",6.4848637855235,-4.08179616564887,1.99785089509269,-2.04309349395141,0.041043183846144,NA
"augustus_masked-NW_019167827.1-processed-gene-11.4-mRNA-1:3",7.56608858456263,-4.19651785384347,2.05428128457493,-2.04281559947708,0.0410706957415261,0.135410723775842
"augustus_masked-NW_019167827.1-processed-gene-11.0-mRNA-1:21",91.3055002851924,2.24721149272673,1.10018162963312,2.04258227205277,0.0410938075090661,0.135410723775842
"augustus_masked-NW_019167827.1-processed-gene-10.16-mRNA-1:6",7.47518524715838,-4.18678048105549,2.05104428422721,-2.04129209361902,0.0412218024765203,0.135723033778454
"augustus_masked-NW_019167827.1-processed-gene-26.14-mRNA-1:3",6.48105591216549,-4.08112485857747,2.00107025608627,-2.03947105113611,0.0414030375637273,NA
"augustus_masked-NW_019167827.1-processed-gene-47.4-mRNA-1:1",54.2650494689808,1.73301041661126,0.849792192235001,2.03933436014909,0.0414166686066692,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-221.21-mRNA-1:7",126.217781939945,-1.7477252418099,0.857220611812288,-2.03882783233006,0.0414672135076119,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-44.17-mRNA-1:2",7.23320421531754,-4.15509473970024,2.03801579257324,-2.03879418149843,0.041470573273369,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-32.14-mRNA-1:2",7.9849254634314,-4.22735551455344,2.07368783708135,-2.03856889111299,0.0414930726504346,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-182.0-mRNA-1:11",8.31296626449975,-4.23319199160041,2.07710235463822,-2.03802763120825,0.0415471696305586,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-214.2-mRNA-1:2",71.30307897227,-2.75204278162659,1.35035918953895,-2.03800796332287,0.0415491364888587,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-224.1-mRNA-1:1",8.01447344939445,-4.21406786404152,2.06790847053846,-2.03784061242528,0.0415658753618864,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-198.4-mRNA-1:4",6.16012976238211,-4.04326733527425,1.9841292677463,-2.03780439157921,0.0415694990168838,NA
"augustus_masked-NW_019167827.1-processed-gene-31.6-mRNA-1:4",19.1394463379374,-2.83534794819798,1.39137456126015,-2.03780349816806,0.0415695884001128,0.135991463733275
"augustus_masked-NW_019167827.1-processed-gene-49.7-mRNA-1:2",402.737580387842,-2.63405416055164,1.29334739802304,-2.036617667131,0.0416883709438359,0.136270946941211
"augustus_masked-NW_019167827.1-processed-gene-4.5-mRNA-1:10",16.4272746069995,-2.66028666500311,1.30688338604448,-2.03559605501984,0.0417909342643586,0.136322576571254
"augustus_masked-NW_019167827.1-processed-gene-20.12-mRNA-1:3",8.81630075424561,-4.28540624872227,2.10530253121053,-2.03552989900136,0.0417975832625801,0.136322576571254
"augustus_masked-NW_019167827.1-processed-gene-222.13-mRNA-1:1",48.0066454659697,-1.98066602940858,0.973270044615067,-2.03506317734452,0.0418445164822297,0.136322576571254
"augustus_masked-NW_019167827.1-processed-gene-45.8-mRNA-1:1",156.134886977338,-1.91496099790003,0.941012686419389,-2.03500019238484,0.0418508536226651,0.136322576571254
"augustus_masked-NW_019167827.1-processed-gene-15.4-mRNA-1:3",12.3223307439276,-4.48759148399974,2.20542120701062,-2.03480018680083,0.0418709822802065,0.136322576571254
"augustus_masked-NW_019167827.1-processed-gene-42.0-mRNA-1:9",6.51181403258897,-4.063976635592,1.99782162755113,-2.03420394471027,0.0419310369999835,NA
"augustus_masked-NW_019167827.1-processed-gene-25.2-mRNA-1:1",746.024137968976,-2.35937047994288,1.16014970489463,-2.03367761073315,0.0419841109958707,0.136556007101324
"augustus_masked-NW_019167827.1-processed-gene-17.4-mRNA-1:2",8.20344868781836,2.45067020631891,1.20529819695649,2.03324804808231,0.0420274689742602,0.136556007101324
"augustus_masked-NW_019167827.1-processed-gene-216.5-mRNA-1:5",104.267890439272,-2.30041608138675,1.13148487835177,-2.03309485208301,0.0420429410018272,0.136556007101324
"augustus_masked-NW_019167827.1-processed-gene-91.2-mRNA-1:10",6.31324267557549,-4.0423994312229,1.98851280900842,-2.03287573150643,0.0420650794583761,NA
"augustus_masked-NW_019167827.1-processed-gene-12.7-mRNA-1:5",7.14476902130794,-4.12329560962505,2.0287508208343,-2.032430778231,0.0421100648732596,0.136665389255074
"augustus_masked-NW_019167827.1-processed-gene-62.6-mRNA-1:5",5.87578144041355,-3.9985918427161,1.96939284265717,-2.03036781494599,0.0423191656595347,NA
"augustus_masked-NW_019167827.1-processed-gene-44.6-mRNA-1:8",61.1637399996676,-2.29805879325172,1.13239228881927,-2.02938400052854,0.0424191934399843,0.137559384441092
"augustus_masked-NW_019167827.1-processed-gene-209.9-mRNA-1:8",6.57687983227186,-4.08103776898076,2.01199748077871,-2.0283513314347,0.0425244034939225,NA
"augustus_masked-NW_019167827.1-processed-gene-46.6-mRNA-1:10",6.70128339403449,-4.09266952895438,2.01824045356987,-2.02784040014422,0.0425765395821382,NA
"augustus_masked-NW_019167827.1-processed-gene-9.15-mRNA-1:4",6.49580986536403,-4.07791863103508,2.01117546421328,-2.02762946525417,0.0425980794100484,NA
"augustus_masked-NW_019167827.1-processed-gene-112.0-mRNA-1:20",6.71510018255751,-4.07869960283943,2.01300502144276,-2.02617457949318,0.0427468976476012,NA
"augustus_masked-NW_019167827.1-processed-gene-31.6-mRNA-1:2",6.18771860956094,-4.03648018298865,1.99627148962735,-2.02200963344026,0.0431753566515559,NA
